CHAPTERS BELOW 13 SCREENS
=========================
Computer Science | 100-days-of-code-the-complete-python-pro-bootcamp | 100 Days of Code: The Complete Python Pro Bootcamp | module=1 chapter=1 | Getting Started with Python: Installation and Your First Program | expected=9 stored=9 | course_imported=2026-09-02T11:57:39.241Z
Computer Science | the-complete-nextjs-14-course | The Complete Next.js 14 Course | module=4 chapter=3 | Building Interactive Forms with Server Actions and `useFormStatus` | expected=9 stored=9 | course_imported=2026-09-14T08:07:01.847Z
Computer Science | the-complete-nextjs-14-course | The Complete Next.js 14 Course | module=4 chapter=4 | Advanced Form Handling: `useOptimistic` and Error Management | expected=9 stored=9 | course_imported=2026-09-14T08:07:01.847Z
Computer Science | the-complete-nextjs-14-course | The Complete Next.js 14 Course | module=5 chapter=1 | Introduction to Next.js API Routes | expected=8 stored=8 | course_imported=2026-09-14T08:07:01.847Z
Computer Science | the-complete-nextjs-14-course | The Complete Next.js 14 Course | module=5 chapter=2 | Advanced API Routes & Data Handling | expected=9 stored=9 | course_imported=2026-09-14T08:07:01.847Z
Computer Science | the-complete-nextjs-14-course | The Complete Next.js 14 Course | module=5 chapter=3 | Authentication Strategies in Next.js (NextAuth.js) | expected=9 stored=9 | course_imported=2026-09-14T08:07:01.847Z
Computer Science | the-complete-nextjs-14-course | The Complete Next.js 14 Course | module=5 chapter=4 | Securing Next.js Applications | expected=9 stored=9 | course_imported=2026-09-14T08:07:01.847Z
Computer Science | the-complete-nextjs-14-course | The Complete Next.js 14 Course | module=5 chapter=5 | Deployment Strategies for Next.js | expected=9 stored=9 | course_imported=2026-09-14T08:07:01.847Z
Computer Science | the-complete-nextjs-14-course | The Complete Next.js 14 Course | module=6 chapter=1 | Optimizing Next.js Performance (Image, Font, Script Optimization) | expected=9 stored=9 | course_imported=2026-09-14T08:07:01.847Z
Computer Science | the-complete-nextjs-14-course | The Complete Next.js 14 Course | module=6 chapter=2 | Advanced Performance Techniques (Caching, Data Revalidation, Bundle Analysis) | expected=9 stored=9 | course_imported=2026-09-14T08:07:01.847Z
Computer Science | the-complete-nextjs-14-course | The Complete Next.js 14 Course | module=6 chapter=3 | Testing Next.js Applications (Unit, Integration, E2E Testing) | expected=9 stored=9 | course_imported=2026-09-14T08:07:01.847Z
Computer Science | the-complete-nextjs-14-course | The Complete Next.js 14 Course | module=6 chapter=4 | Next.js Best Practices & Project Structure | expected=9 stored=9 | course_imported=2026-09-14T08:07:01.847Z
Computer Science | the-complete-nextjs-14-course | The Complete Next.js 14 Course | module=6 chapter=5 | Next.js with TypeScript and Linting | expected=9 stored=9 | course_imported=2026-09-14T08:07:01.847Z
Computer Science | the-complete-nodejs-developer-course | The Complete Node.js Developer Course | module=1 chapter=1 | Introduction to Node.js: Why JavaScript on the Server? | expected=11 stored=11 | course_imported=2026-09-14T08:07:09.709Z
Computer Science | the-complete-nodejs-developer-course | The Complete Node.js Developer Course | module=1 chapter=2 | Setting Up Your Node.js Development Environment | expected=12 stored=12 | course_imported=2026-09-14T08:07:09.709Z
Computer Science | the-complete-nodejs-developer-course | The Complete Node.js Developer Course | module=1 chapter=3 | Understanding the Node.js Module System (CommonJS) | expected=11 stored=11 | course_imported=2026-09-14T08:07:09.709Z
Computer Science | the-complete-nodejs-developer-course | The Complete Node.js Developer Course | module=2 chapter=1 | Understanding Asynchronous JavaScript: Callbacks and the Event Loop | expected=12 stored=12 | course_imported=2026-09-14T08:07:09.709Z
Computer Science | the-complete-nodejs-developer-course | The Complete Node.js Developer Course | module=2 chapter=2 | Embracing Modern Async: Promises and Async/Await | expected=11 stored=11 | course_imported=2026-09-14T08:07:09.709Z
Computer Science | the-complete-nodejs-developer-course | The Complete Node.js Developer Course | module=2 chapter=3 | Working with the Node.js File System (fs Module) | expected=11 stored=11 | course_imported=2026-09-14T08:07:09.709Z
Computer Science | the-complete-nodejs-developer-course | The Complete Node.js Developer Course | module=3 chapter=1 | Introduction to Express.js and Basic Routing | expected=11 stored=11 | course_imported=2026-09-14T08:07:09.709Z
Computer Science | the-complete-nodejs-developer-course | The Complete Node.js Developer Course | module=3 chapter=2 | Handling Different HTTP Methods and Route Parameters | expected=12 stored=12 | course_imported=2026-09-14T08:07:09.709Z
Computer Science | the-complete-nodejs-developer-course | The Complete Node.js Developer Course | module=3 chapter=3 | Middleware in Express.js | expected=11 stored=11 | course_imported=2026-09-14T08:07:09.709Z
Computer Science | the-complete-nodejs-developer-course | The Complete Node.js Developer Course | module=3 chapter=4 | Serving Static Files and Error Handling | expected=11 stored=11 | course_imported=2026-09-14T08:07:09.709Z
Computer Science | the-complete-nodejs-developer-course | The Complete Node.js Developer Course | module=4 chapter=1 | Introduction to NoSQL Databases & MongoDB Basics | expected=12 stored=12 | course_imported=2026-09-14T08:07:09.709Z
Computer Science | the-complete-nodejs-developer-course | The Complete Node.js Developer Course | module=4 chapter=2 | Connecting Node.js to MongoDB with the Native Driver | expected=11 stored=11 | course_imported=2026-09-14T08:07:09.709Z
Computer Science | the-complete-nodejs-developer-course | The Complete Node.js Developer Course | module=4 chapter=3 | Introducing Mongoose: ODM for MongoDB | expected=11 stored=11 | course_imported=2026-09-14T08:07:09.709Z
Computer Science | the-complete-nodejs-developer-course | The Complete Node.js Developer Course | module=4 chapter=4 | CRUD Operations with Mongoose | expected=11 stored=11 | course_imported=2026-09-14T08:07:09.709Z
Computer Science | the-complete-nodejs-developer-course | The Complete Node.js Developer Course | module=5 chapter=1 | Designing and Building RESTful APIs | expected=12 stored=12 | course_imported=2026-09-14T08:07:09.709Z
Computer Science | the-complete-nodejs-developer-course | The Complete Node.js Developer Course | module=5 chapter=2 | User Authentication with JWT | expected=12 stored=12 | course_imported=2026-09-14T08:07:09.709Z
Computer Science | the-complete-nodejs-developer-course | The Complete Node.js Developer Course | module=5 chapter=3 | Authorization and Access Control | expected=12 stored=12 | course_imported=2026-09-14T08:07:09.709Z
Computer Science | the-complete-nodejs-developer-course | The Complete Node.js Developer Course | module=5 chapter=4 | Error Handling and API Best Practices | expected=12 stored=12 | course_imported=2026-09-14T08:07:09.709Z
Computer Science | the-complete-nodejs-developer-course | The Complete Node.js Developer Course | module=5 chapter=5 | Deployment to Cloud Platforms (Heroku/Render) | expected=11 stored=11 | course_imported=2026-09-14T08:07:09.709Z
Computer Science | the-complete-nodejs-developer-course | The Complete Node.js Developer Course | module=6 chapter=1 | Introduction to WebSockets with Socket.IO | expected=11 stored=11 | course_imported=2026-09-14T08:07:09.709Z
Computer Science | the-complete-nodejs-developer-course | The Complete Node.js Developer Course | module=6 chapter=3 | Advanced Socket.IO Features & Room Management | expected=11 stored=11 | course_imported=2026-09-14T08:07:09.709Z
Computer Science | the-complete-nodejs-developer-course | The Complete Node.js Developer Course | module=6 chapter=4 | Unit Testing Node.js Applications with Jest | expected=11 stored=11 | course_imported=2026-09-14T08:07:09.709Z
Computer Science | the-complete-nodejs-developer-course | The Complete Node.js Developer Course | module=6 chapter=5 | Integration & End-to-End Testing | expected=12 stored=12 | course_imported=2026-09-14T08:07:09.709Z
Computer Science | the-complete-ruby-on-rails-developer-course | The Complete Ruby on Rails Developer Course | module=1 chapter=1 | The Internet, Web Applications, and the Request-Response Cycle | expected=9 stored=9 | course_imported=2026-09-04T04:16:14.526Z
Computer Science | the-complete-ruby-on-rails-developer-course | The Complete Ruby on Rails Developer Course | module=1 chapter=2 | Introduction to Ruby: The Language of Rails | expected=9 stored=9 | course_imported=2026-09-04T04:16:14.526Z
Computer Science | the-complete-ruby-on-rails-developer-course | The Complete Ruby on Rails Developer Course | module=1 chapter=3 | What is Ruby on Rails? MVC Architecture Explained | expected=9 stored=9 | course_imported=2026-09-04T04:16:14.526Z
Computer Science | the-complete-ruby-on-rails-developer-course | The Complete Ruby on Rails Developer Course | module=2 chapter=1 | Understanding MVC: Models, Views, and Controllers | expected=9 stored=9 | course_imported=2026-09-04T04:16:14.526Z
Computer Science | the-complete-ruby-on-rails-developer-course | The Complete Ruby on Rails Developer Course | module=2 chapter=2 | Crafting Your First Models and Migrations | expected=8 stored=8 | course_imported=2026-09-04T04:16:14.526Z
Computer Science | the-complete-ruby-on-rails-developer-course | The Complete Ruby on Rails Developer Course | module=2 chapter=3 | Building User Interfaces with Views and ERB | expected=9 stored=9 | course_imported=2026-09-04T04:16:14.526Z
Computer Science | the-complete-ruby-on-rails-developer-course | The Complete Ruby on Rails Developer Course | module=3 chapter=1 | Understanding and Implementing Validations | expected=9 stored=9 | course_imported=2026-09-04T04:16:14.526Z
Computer Science | the-complete-ruby-on-rails-developer-course | The Complete Ruby on Rails Developer Course | module=3 chapter=2 | Mastering Associations: One-to-Many and Many-to-Many | expected=9 stored=9 | course_imported=2026-09-04T04:16:14.526Z
Computer Science | the-complete-ruby-on-rails-developer-course | The Complete Ruby on Rails Developer Course | module=3 chapter=3 | Nested Forms with `fields_for` and `accepts_nested_attributes_for` | expected=8 stored=8 | course_imported=2026-09-04T04:16:14.526Z
Computer Science | the-complete-ruby-on-rails-developer-course | The Complete Ruby on Rails Developer Course | module=3 chapter=4 | User Authentication from Scratch: Hashing Passwords with `bcrypt` | expected=8 stored=8 | course_imported=2026-09-04T04:16:14.526Z
Computer Science | the-complete-ruby-on-rails-developer-course | The Complete Ruby on Rails Developer Course | module=4 chapter=1 | User Authentication with Devise | expected=9 stored=9 | course_imported=2026-09-04T04:16:14.526Z
Computer Science | the-complete-ruby-on-rails-developer-course | The Complete Ruby on Rails Developer Course | module=4 chapter=2 | User Authorization (Roles & Permissions) | expected=8 stored=8 | course_imported=2026-09-04T04:16:14.526Z
Computer Science | the-complete-ruby-on-rails-developer-course | The Complete Ruby on Rails Developer Course | module=4 chapter=3 | Password Security & Best Practices | expected=8 stored=8 | course_imported=2026-09-04T04:16:14.526Z
Computer Science | the-complete-ruby-on-rails-developer-course | The Complete Ruby on Rails Developer Course | module=4 chapter=4 | Protecting Against Common Web Vulnerabilities (CSRF, XSS) | expected=8 stored=8 | course_imported=2026-09-04T04:16:14.526Z
Computer Science | the-complete-ruby-on-rails-developer-course | The Complete Ruby on Rails Developer Course | module=5 chapter=1 | Background Jobs with Active Job | expected=8 stored=8 | course_imported=2026-09-04T04:16:14.526Z
Computer Science | the-complete-ruby-on-rails-developer-course | The Complete Ruby on Rails Developer Course | module=5 chapter=2 | Real-time Features with Action Cable | expected=9 stored=9 | course_imported=2026-09-04T04:16:14.526Z
Computer Science | the-complete-ruby-on-rails-developer-course | The Complete Ruby on Rails Developer Course | module=5 chapter=3 | API Development with Rails | expected=8 stored=8 | course_imported=2026-09-04T04:16:14.526Z
Computer Science | the-complete-ruby-on-rails-developer-course | The Complete Ruby on Rails Developer Course | module=5 chapter=4 | Introduction to Testing in Rails (Unit & Integration) | expected=9 stored=9 | course_imported=2026-09-04T04:16:14.526Z
Computer Science | the-complete-ruby-on-rails-developer-course | The Complete Ruby on Rails Developer Course | module=5 chapter=5 | System Testing with Capybara & Feature Specs | expected=9 stored=9 | course_imported=2026-09-04T04:16:14.526Z
Computer Science | the-complete-ruby-on-rails-developer-course | The Complete Ruby on Rails Developer Course | module=6 chapter=1 | Preparing for Production Deployment | expected=9 stored=9 | course_imported=2026-09-04T04:16:14.526Z
Computer Science | the-complete-ruby-on-rails-developer-course | The Complete Ruby on Rails Developer Course | module=6 chapter=2 | Deploying to a Cloud Platform (e.g., Heroku) | expected=8 stored=8 | course_imported=2026-09-04T04:16:14.526Z
Computer Science | the-complete-ruby-on-rails-developer-course | The Complete Ruby on Rails Developer Course | module=6 chapter=3 | Continuous Integration/Continuous Deployment (CI/CD) Basics | expected=9 stored=9 | course_imported=2026-09-04T04:16:14.526Z
Computer Science | the-complete-ruby-on-rails-developer-course | The Complete Ruby on Rails Developer Course | module=6 chapter=4 | Monitoring, Logging, and Maintenance in Production | expected=8 stored=8 | course_imported=2026-09-04T04:16:14.526Z
